gene	p	fdr
NPHS1	0.00704346919419587	0.0490576934753534
LEO1	1	1
FRS2	0.0311357986365853	0.120921956486601
DDX1	0.000169570736714071	0.00305462135227083
HTRA1	1	1
IFNLR1	1	1
SLC30A6	1	1
NCKAP1	0.00687273957211607	0.0482037904723779
TTLL1	1	1
MYT1L	0.0274206535650469	0.113883190710464
TP73	0.00244736030102753	0.0213784565565949
ELK3	0.0138617832096027	0.0781627496349855
GATA4	1	1
VWA5B2	1	1
SCAP	0.0482213744800543	0.147763778279844
DENND4B	0.0167806027397185	0.0874166641275657
ZNF583	1	1
LRFN4	1	1
LYZL2	1	1
CTNND2	9.33966552271256e-07	5.64537977275327e-05
CACNA1G	1	1
SMC4	1	1
PIF1	1	1
UGGT2	1	1
EPHX2	1	1
PHF24	0.0150818554145982	0.0826984502062111
NIPSNAP1	1	1
NFYC	1	1
TPK1	1	1
PKHD1	1	1
SSBP1	1	1
B4GALT5	1	1
CASP8	5.38992313962374e-05	0.00128820075037539
HCLS1	1	1
B3GNT8	1	1
XIRP1	3.80566378302067e-07	2.85930856038122e-05
LCLAT1	1	1
RIMS1	1	1
FAM171B	1	1
UBA6	0.0016993266986324	0.0160278831872931
CYP4F3	1	1
ITGB1	4.72633352120484e-05	0.0011600834140745
MRPL40	1	1
BTAF1	2.55378125142578e-06	0.000125686969255711
DLG5	6.50165536332212e-06	0.000253690281787085
NCOA5	0.0378463583304129	0.132785576387885
RAB3D	0.0370197454166307	0.131349887970336
ANXA7	0.0430492374387762	0.141106769815413
IFIH1	1	1
CMIP	0.0118975100689449	0.0713598003073657
SEPT4	1	1
MTCL1	0.0472534385927097	0.146673471190851
SOGA3	6.28091179157691e-08	6.42883181565391e-06
MYCBP2	0.00185612788731332	0.0171134506581597
ATP11C	1	1
REG1A	1	1
AQP2	1	1
COX15	1	1
ZNF354C	0.00874706041288277	0.0574127455074206
CNTNAP1	0.0297725510278193	0.118527982882736
AHCTF1	2.05036251274349e-09	3.44778220148831e-07
QARS	0.00624414908976524	0.0448913747041128
KCNC4	1	1
TCHH	1	1
COA1	1	1
TCEB3CL	1	1
DNA2	1	1
PIK3C2G	1	1
GRIK4	1	1
RTP4	1	1
PMS1	0.00525247485824258	0.0393645611384946
SLC4A1AP	0.0456153772831245	0.144303965089391
ABCE1	0.0175312579625677	0.0894372492656712
IL1RAPL1	1	1
PEX14	0.0268280483678872	0.112483741955012
RELN	1	1
PCLO	9.20045973647936e-05	0.00191243637451951
LRRC3	0.0143455129629479	0.0798592859725597
PACSIN2	1	1
ZBBX	1	1
RGS12	0.00331109369428377	0.0274789650010331
MADD	0.0351315351984822	0.128195161766459
LIPE	0.0153949129627469	0.0840487982803571
LTN1	0.00121332149010673	0.0126722723804292
ZFP36	0.0233734315004977	0.104951078700244
DNHD1	1	1
APLP2	1	1
CCZ1	1	1
MSH4	1	1
CNTN6	1	1
FBXO10	0.0094411217517067	0.0608652874225728
PRUNE2	0.020232185921366	0.0970718838788364
ROBO1	1.42415230983742e-06	7.76685381330256e-05
SLC17A6	1	1
NR3C1	1	1
AHNAK2	4.36064579463086e-13	2.03300640441277e-10
FAT4	1	1
HK1	5.67128898586113e-07	3.79653824290467e-05
VPS4B	0.0212535928487284	0.100035654444615
VHL	1	1
GLYATL1	1	1
STAB2	0.0096751043071028	0.0617457161008556
PACS2	0.000418085222854458	0.00576141831494559
HSPA14	1	1
RANBP6	0.000420080485610127	0.00578327179263454
CTTNBP2	0.000130562824590352	0.00251939876685619
CCDC80	1	1
BAZ2B	0.0232665076085626	0.104816232386176
NME5	1	1
LAMA2	1	1
B3GNT2	0.0138990190369862	0.0782456264280976
ZNF678	0.00264527928210559	0.0228235032541923
USP9X	1.73577444632703e-07	1.5041603714337e-05
KCNU1	1	1
PDE4B	1	1
VPS45	1	1
WDR63	1	1
CAPN6	1	1
STX19	1	1
NAV3	0.0434472268750963	0.141600691752791
MCRS1	0.0040256977688401	0.0319814291253467
PCDHAC2	1	1
FANCE	0.00299489061520932	0.0253491047615746
HHIPL2	1	1
ZNF474	1	1
COL3A1	1	1
RHOBTB1	1	1
KLHL29	1	1
NBEA	5.16953179947795e-05	0.00124606888511307
CACNA1B	0.00994819284698897	0.0629204784354027
ZBTB43	1	1
AIM1L	1	1
ZNF516	1	1
JMJD1C	0.0271418249760433	0.113124307402364
ADAMTS10	1	1
SLC8A1	0.0472081396321135	0.146649433099539
ARHGEF10L	1	1
TBC1D9B	0.0487378916588002	0.148187972208381
FIG4	1	1
CACNA1S	0.006998641799618	0.0488659492929334
PPIG	1	1
CHPF	0.0384555456259263	0.133904779843637
CENPF	9.69518027530545e-10	1.82592561851586e-07
POTEF	8.93891000681602e-14	5.05048415385105e-11
CAMKV	1	1
IMPG1	0.0333984631718616	0.125344195589325
GOLGA3	0.0424913196861965	0.140670341282678
CACNG3	1	1
KIAA2026	1	1
FBN1	1	1
CDS1	1	1
SLX4IP	0.00042521113351176	0.00584251679071362
ESRRB	1	1
MAP1B	9.12613961732151e-06	0.000327584071824812
LRP1B	1	1
KMT2A	7.41509585429043e-15	4.5538360409501e-12
KLHL21	1	1
MTBP	1	1
GYS1	0.000900151193088618	0.0102537383890135
AXDND1	1	1
DNM2	2.16225312180937e-05	0.000639852241761175
SCN1A	1	1
PKP2	0.0300190009777075	0.118765743041375
FAM13B	1	1
DOCK11	0.00119268355713774	0.0125513148445756
DLD	0.0441572445251072	0.142532239240663
CLCA1	1	1
RAG1	1	1
BIRC6	2.44131756544047e-08	2.92233988235988e-06
UGP2	0.047126374590286	0.14652433217869
ATP1A2	0.0364204718209177	0.130171853357911
EPB41L1	0.0499084227643523	0.149590908901169
PCDHGA7	1	1
NOD1	1	1
GFM1	1	1
SERPINB13	1	1
SYDE2	1	1
WDR27	1	1
PAH	0.0180753191476081	0.0912161068095624
ALPP	0.0165542763943282	0.0869387549244288
TULP4	1	1
ITGA1	1	1
ADCY1	1	1
HTR2C	1	1
LRP2	0.0364151737091302	0.130171853357911
MYPN	0.000848280645453946	0.00979909331737629
C7	1	1
AP5M1	1	1
FAM65A	0.0331877872681938	0.124874132968364
ZNF668	1	1
ADAMTS7	1	1
ACE	1	1
KLF12	1	1
PLCL1	0.0488839594445073	0.148395857974138
PLVAP	0.00842440448563593	0.056103118038476
HTR1A	1	1
MNX1	1	1
ATG2B	0.0361266217373772	0.129778365218833
GRIA2	0.0370678983874779	0.131421702992752
MAN2B1	1	1
DDR1	0.000239758207368983	0.0039196581933876
HPS3	0.00484216486155427	0.0370113999971534
UBQLN1	1	1
SMC1B	1	1
LRP6	0.0285640443166998	0.116226646831308
SCN11A	1	1
ADCY3	0.0246809177095037	0.107807937347172
RELL2	1	1
F11	1	1
STAT4	1	1
MAN1A2	0.0192619502528577	0.0947235675784706
SPATA16	1	1
RAB13	0.00963959401466578	0.0615826618983058
PCF11	0.0376209494988599	0.132385628219082
RPS6KB1	1	1
USH2A	1	1
FAM111A	1	1
MYH8	1.29509386291469e-06	7.17380424065489e-05
DNAH1	0.00347216634861722	0.0285141567873362
SIRT3	1	1
TERT	1	1
TAB1	1	1
PRSS37	0.0436995593313815	0.141930622109856
CHERP	0.0318464578674723	0.121971588226151
ZC3HC1	0.0347609123517265	0.12745878649349
KDSR	1	1
MACC1	0.031287257643913	0.121207740792999
ZC2HC1A	1	1
MYO7B	0.00315969491417784	0.0264399826201196
POLG	1	1
MN1	0.00949028528811251	0.0610429324656599
HCAR3	1	1
LY75	1	1
SHC2	1	1
EPB41L2	0.0248705310104884	0.108215758595087
TMEM102	1	1
ZNF727	1	1
CLPP	1	1
CORO7	1	1
CNKSR2	1	1
NCAM2	8.73806075761332e-05	0.00184216579404908
PDGFD	1	1
NPHP1	1	1
ITSN2	1	1
ADGRL2	0.000440416975607767	0.0060047198653086
NR1D2	1	1
CD1E	1	1
SEZ6L2	1	1
PRKCQ	0.0200947748378638	0.0967412046983047
SLC35C1	1	1
DCAF10	1	1
MYBPH	0.0498771807214121	0.149590908901169
LAMB1	4.57146376005536e-05	0.00113483173305416
WWP2	1	1
SF3A1	0.0187099111958274	0.0930554562116414
ADAM22	0.027951078787976	0.115037583881166
PSG5	1	1
BCL9L	0.00951362308020097	0.0611373639708092
CFTR	1	1
ZEB1	2.19243550030178e-05	0.000645169821703389
INPPL1	0.0156001936010196	0.084516523989651
TRAPPC13	0.0457446429306224	0.14448940776295
SERPINA1	1	1
MYH1	4.35820633916783e-12	1.61999117212488e-09
ARHGEF10	1	1
LRRC4	1	1
VPS13B	2.82089669877545e-07	2.26392987898882e-05
PCDHB12	1	1
WNK3	5.6444806669005e-06	0.000227146123703617
RAD9B	1	1
ALDH3A2	1	1
CRY1	1	1
SERINC3	1	1
SLITRK3	1	1
ZBTB8OS	1	1
ACSM1	1	1
WHSC1L1	0.00106089812708186	0.0115448274615033
GTF2IRD2	1	1
SLCO1B7	1	1
XRN1	7.18628460007358e-05	0.00159852393663054
OTOL1	1	1
RPS6KA2	1	1
ACOXL	1	1
L3MBTL1	1	1
KIDINS220	3.25722898693214e-08	3.74051702767614e-06
PPP3R1	1	1
USP32	0.0386982272804685	0.134052723213556
BMP8A	1	1
TG	1	1
GIMAP2	1	1
ATP4A	1	1
RALGAPA1	1	1
SYT17	1	1
KCNH1	1	1
ZFHX3	1.62371947162448e-05	0.000509667500815462
DOCK2	2.76751952178748e-10	6.21389735980899e-08
BCR	7.8470113705974e-09	1.16905761067634e-06
CDC20	0.0487926834316633	0.148187972208381
GABRB2	1	1
TBCD	0.0220469436324874	0.101802248711633
CDKL1	1	1
FBXO25	1	1
FBLN2	1	1
TMEM233	1	1
SPTLC3	1	1
NCKAP5L	0.0465428712478261	0.145533001726075
EP300	8.74141714986429e-12	2.74383371648518e-09
PLAGL1	1	1
MUC5B	1	1
OSBPL7	0.0167314802142856	0.0873040849748003
GRM8	1	1
HES6	0.0310434488466081	0.120762521332509
CCT5	0.0351410242737484	0.128195161766459
ZMYND11	0.00910958600020433	0.0592144050864639
RPS4X	1	1
KLHL4	1	1
KIF14	7.29228792884066e-12	2.34099015897442e-09
GPRC6A	0.00265043527573583	0.0228416096825922
TRIM46	1	1
MED25	1	1
NBAS	1	1
DSC2	1	1
MED13	3.35527018728214e-05	0.000897616581860113
FAM186B	1	1
FBXW5	1	1
KIAA0556	0.000179046157247565	0.00316128371390232
REV3L	0.00851264941845521	0.0563718579632817
COL16A1	1	1
SRF	0.00149779006413845	0.0146989826767938
COL5A2	1	1
ZNF576	1	1
BCOR	4.21713268283874e-48	7.44587489313716e-45
SLC27A6	1	1
KCTD16	1	1
DDR2	1	1
LMOD2	1	1
NWD2	0.0174815549410079	0.0893129105356918
ABCA1	0.00113104655730653	0.0120847447972426
CEP250	0.0388636893497252	0.134332054543666
EPB41L4B	1	1
CYP7A1	0.0214143343627522	0.100390797502116
LRP10	1	1
PLB1	1	1
PIK3CD	1	1
HAVCR1	1	1
DCUN1D5	1	1
SLC38A9	1	1
MYO15A	1	1
CCNB3	1	1
FLG2	1	1
ITPKC	1	1
UBA7	1	1
GNPTAB	1	1
GBP7	1	1
COL6A3	0.00180771970317874	0.0167972890574735
GJA4	1	1
CCDC62	1	1
TRAF3IP3	0.0418156978968579	0.139396301262885
BMI1	1	1
CEP72	1	1
CACNA1I	1	1
IGF2BP1	0.0498048097398827	0.149580290902971
AHNAK	1.22142046416881e-11	3.52093144007846e-09
UTP14C	0.00728746293574833	0.0502369028635652
HOXA1	1	1
APCS	1	1
RXFP1	1	1
A2ML1	1	1
SEMA4F	1	1
ANTXR1	1	1
SI	1	1
CTDSPL2	0.0436410312683708	0.141855738538991
KCNB1	1	1
ADAMTS17	0.0498247977839632	0.149580290902971
RGL2	1	1
ARHGAP24	0.0264300132016338	0.112008381780101
DNAJB12	1	1
FAT3	0.0244643315780718	0.10738305890002
PTPN13	0.0327980298884053	0.124101840925187
PRAMEF2	1	1
VPS41	1	1
ZFP42	0.032053413121265	0.122553624326462
ADGRA2	1	1
RNF220	0.0115067825775607	0.0697157556904303
PAX1	1	1
MMP16	1	1
SCARA5	1	1
MYO1A	1	1
SLC30A1	1	1
METTL13	0.00748517195078402	0.0514491746008877
STX11	1	1
TP53	4.43506867553974e-80	1.25290690083998e-76
MYO18A	1.54070440310466e-08	1.99655501778471e-06
PLXNA1	1	1
FN1	5.85702689136478e-05	0.00137198183815137
CASC5	0.00774537395719209	0.0526737636713232
NPHP4	1	1
ZNF93	0.00845665733426349	0.0561991536721175
FBN2	1	1
AK9	1	1
GLG1	1	1
SPATA5	1	1
TMEM8B	0.0251800111941691	0.10876154910027
MGAM	1	1
PTPRF	0.00015662893238638	0.00290357394633457
COLGALT1	1	1
RINL	1	1
TRIM72	9.4506333885293e-06	0.000336247346632182
NCOA4	1.38995314912086e-06	7.60972412067139e-05
WNK1	0.00346258869745655	0.0284686061417775
FAN1	0.000305170403742744	0.00461568382337169
ADGRE2	1	1
TMX4	0.00693029766313316	0.0485086494012665
KIF1A	2.94849991311518e-07	2.3266794007124e-05
VTA1	1	1
RRM2B	1	1
EHBP1L1	1	1
RAPGEFL1	0.0216322544394793	0.100906863490426
GGN	1	1
ACSF2	1	1
MIOS	1	1
KCNJ4	1	1
NOTCH2	2.43141961420374e-05	0.000693814182840967
PREX2	1	1
GRIP1	0.00494779175764468	0.037573956224049
NUP210	0.000841050872399621	0.00976158058557489
MYO16	1	1
PRPS1L1	1	1
ANK2	9.52542111264185e-05	0.00197282365419452
PRICKLE2	0.019398670763141	0.0951410501838078
PHF3	1.01024851169658e-06	6.03826522119725e-05
RGS7	0.0270933132354842	0.113055553752205
ZNF236	1	1
CLEC16A	0.00677833354170622	0.0477050130924765
COPS4	1	1
APOL3	1	1
ZNF445	1	1
ZNF441	1	1
RARA	2.10769599809003e-05	0.000626762231010982
TKT	7.23593767618261e-05	0.00160703804522137
CXCL5	1	1
HK2	0.00926065204415016	0.0599206184716541
EED	1	1
TGM5	1	1
FHOD1	1	1
GAB3	0.021658939414952	0.100906863490426
NCAPH	1	1
PATL1	0.0319772349807163	0.122372919019945
ABR	0.0242574484245514	0.106840180541562
TPP2	1	1
SPATA31D1	1	1
ZNF782	0.000882828274925348	0.0100807998248347
SLC9A2	1	1
PHOX2B	1	1
MAGEB2	1	1
MICU1	1	1
NETO1	1	1
ZNF436	0.0481047621738397	0.147624169769116
RFXANK	1	1
IFT140	8.48598468051102e-05	0.00180247418965742
NDUFA9	0.0334383510372738	0.125344195589325
GNL3L	0.0457468479406427	0.14448940776295
TAOK2	0.00628434956732009	0.0451278279808827
SOX2	1	1
ARHGAP36	1	1
TOP2A	3.72253170990847e-08	4.07602793817498e-06
IFITM3	1	1
ARSG	1	1
KIAA1919	1	1
LHX9	0.0373214540316714	0.13179138454934
MFSD12	0.00275821966165526	0.023669412345614
MYO1E	0.0019622643696603	0.0178934694780192
CCDC77	1	1
ATP6AP2	1	1
MTA1	0.00290326626354562	0.0247039975738445
GABBR2	1	1
FAM71D	1	1
MAGEB18	1	1
PYGL	3.76064909938132e-05	0.000976725407919707
CD40	1	1
NUMA1	0.000185780417001101	0.00323569468574667
ZNF74	1	1
ATP2B3	1	1
RBBP7	0.0467863089633757	0.145948898875371
ASAP2	1	1
FRY	1	1
C2	1	1
PYHIN1	1	1
KRT36	1	1
KCNH6	1	1
MYH15	1	1
CCNT1	1	1
TRIP12	2.95486960964347e-06	0.000138203752437795
RTN2	1	1
TC2N	0.00618471373162666	0.0445937118219636
MAGEB4	1	1
TMEM245	1	1
IRS4	1	1
HES1	0.0133478310514226	0.076300329259953
SHPK	1	1
SPOCD1	1	1
EP400	0.0329316603885286	0.12429024218696
LTB4R2	1	1
BRD1	0.00043426460248321	0.00592655798074912
CPNE5	1	1
FLG	0.000122968329706902	0.00242249324562064
CEBPE	0.0274291993968247	0.113885197378057
MAP1S	1	1
XRCC1	0.0210513314294907	0.0996199529590423
WRNIP1	0.000488665953557743	0.0064933269934178
USP51	1	1
PIAS2	0.0414269341055636	0.138806258356905
NES	5.00091727089005e-09	7.6780387447089e-07
CSPP1	0.0426292373047803	0.140846667057777
A1CF	1	1
FBXO34	1	1
CUX1	4.39029571824578e-05	0.00109951998262804
PWP1	1	1
RPLP0	1	1
POSTN	1	1
IL7R	1	1
UNCX	1	1
PDC	1	1
UNC13C	1	1
KIAA1429	1.56224890169488e-08	2.00606961240366e-06
DSCAML1	1	1
NCK2	1	1
KCNJ10	1	1
UNC5B	1	1
CEMIP	1	1
ZNF768	1	1
TNNT3	1	1
PPP2R5D	1	1
BRI3BP	1	1
FLRT3	1	1
KCNK10	1	1
TP53BP1	2.42907793129848e-07	1.98570176753695e-05
CCDC158	1	1
ZFP82	0.0348962287713572	0.127704481195543
SHD	1	1
ZNF506	0.00327973946033653	0.0272828738970868
AFAP1L1	1	1
CYP4X1	1	1
DHX37	0.0340687195199357	0.12630463601551
ENTHD2	1	1
NUP54	1	1
COL4A3	1	1
HSP90AB1	0.00125021908916065	0.0129183208737338
NTN1	1	1
DPP10	1	1
LCP2	0.00296449531746753	0.0251643607928058
PCDHA2	1	1
ATXN7L1	1	1
TMCC1	1	1
FGD6	1	1
LRRK2	0.00163864453701521	0.0156921044646372
ADARB1	1	1
SEMA5B	1	1
RNF169	0.0130154718993797	0.0753766054033366
TDRD6	1	1
SRP72	1	1
IRAK2	1	1
PHF8	0.00154490953732363	0.015059935965974
TRAK2	1	1
RSRC1	0.00442024851981156	0.0345331915610278
SLTM	9.55904496444702e-08	9.06184631696739e-06
SH2D7	1	1
RHOBTB2	1	1
SHANK2	2.52917499350737e-05	0.000718804764251341
PLXNB3	1	1
RPA1	0.000523861236359907	0.00685231564903005
SPAG6	1	1
PLS3	0.000119760677234717	0.00237253796064569
MTOR	7.58632257937773e-07	4.8333773574029e-05
PDLIM1	1	1
TRPV1	0.00474938586831372	0.0364791057041497
HDAC4	1	1
PRICKLE1	0.0238597038228016	0.106049947407224
ZNF440	1	1
SLAIN1	1	1
USP34	6.98777003612108e-07	4.50695213516942e-05
MARVELD2	0.0389323034268796	0.134446462939382
ATAD3A	0.00837441171684378	0.055849181067242
NLRC3	1	1
NBEAL1	1	1
KCNA5	1	1
ASH1L	4.32360645865677e-05	0.00109055252193798
YWHAZ	0.00139547914898221	0.0139696264914058
TAF1L	0.000917187784084731	0.0103974939407679
ACAP3	1	1
RBM19	1	1
CIRBP	0.0394102908352172	0.135457306452372
CCT7	0.0347273329344187	0.127441823252446
RPL22	0.0251303268882738	0.108734486723045
CTNNA2	1	1
STK4	0.0489271065355251	0.14846045596361
THBS3	1	1
NDUFAF7	1	1
HNRNPDL	0.00291570266427319	0.0247799639788561
TMEM200C	1	1
MAP4	0.035038808957869	0.12805256831304
PARP14	0.000505962906626715	0.00667634211724228
SOHLH2	1	1
NFKBIB	1	1
YBX1	0.0370774373757342	0.131422535240212
ZHX2	0.0165953323539958	0.0870438431118419
ITM2C	1	1
HECW2	0.0283269382644766	0.115985196274472
HMCN1	1	1
SLC2A13	0.0102338126636208	0.0643610248215672
TRAPPC9	0.000914892220102271	0.010379801292325
CNTN2	1	1
CLPB	1	1
ZNF18	1	1
RTEL1	0.0359926940611244	0.129593883154061
TRAIP	1	1
MEIS2	1	1
PIK3CA	1	1
SPATA22	1	1
ASTN2	1	1
PSMC2	0.00904282005300252	0.0589703754610622
MYO1H	1	1
PLCB4	1	1
GIMAP4	1	1
ZNF521	1	1
ZDBF2	0.00149418756827244	0.0146822249215258
NSD1	1.01395259590225e-05	0.000355386610846634
HNRNPU	0.000192712714956783	0.00331959402288361
FOSL2	1	1
ARL6IP1	1	1
CGA	1	1
DENND3	0.00369598533408884	0.0299688822296239
EXO1	8.79194402077037e-07	5.37602637633686e-05
PAPPA2	1	1
ABCB10	1	1
HELZ2	8.80282117345515e-05	0.00184754604866351
LCT	1	1
SLC19A2	1	1
PCDH10	1	1
HAND2	0.00874451117395946	0.0574127455074206
PDIA5	1	1
ADAMTS20	1	1
HOXD10	1	1
CFAP54	1	1
IQCA1	1	1
CLSTN1	1	1
ZIK1	1	1
ELOF1	1	1
ASPA	1	1
RNF113A	1	1
FGFR4	0.00203054948192352	0.0183313350048584
VIL1	0.0191587911167826	0.0946547479973956
YTHDC1	1	1
COL27A1	1	1
LUM	1	1
EFHC2	1	1
FCRLA	1	1
IRF1	1	1
KLRF1	1	1
BPTF	0.0165211002841567	0.0869044321408803
MTIF2	1	1
TRAPPC12	0.0294620281415712	0.117879087620864
DHX36	0.000815822318019375	0.00952558805666368
SECISBP2L	1.20447987060266e-05	0.000409958510175003
ZNF155	1	1
SALL1	1	1
SEMA6D	1	1
CPNE1	1	1
CCDC141	1	1
NOLC1	0.0279319077060483	0.114992187801787
ZNF518B	1	1
FMNL3	1	1
POU2F2	1	1
RRAGB	0.00712675414608418	0.0494427319810604
ZSCAN32	0.0016631784553374	0.0158450588271103
PRSS16	1	1
FNBP4	0.0106054836447086	0.0659302751366299
WDR48	0.000467357323841313	0.00630508328486967
PTPRR	1	1
UBR7	1	1
ARFGAP2	0.0295067798235487	0.117900033212481
HHLA1	1	1
TAF1C	1	1
PIGT	0.0449777060755973	0.143540465051471
TUBA1C	1	1
LRRC66	1	1
MIER3	1	1
PRDM14	1	1
TOP1MT	0.0316094048196789	0.121569418386778
FAT2	1	1
COL6A5	1	1
PPFIA3	1	1
OR2A1	1	1
PPFIA2	1	1
CERS4	1	1
ZNFX1	0.000716040312189055	0.00862239506365763
DDB1	2.42807028300406e-05	0.000693814182840967
DGKQ	1	1
MYBPC2	0.0368378875783685	0.130935087332716
HABP2	1	1
NFATC4	0.000583081444845578	0.00741984271030972
ZNF536	0.0230124919958429	0.104317829740258
PCDHGA12	0.00185437453746235	0.0171084522153205
RET	1	1
CPAMD8	1	1
ADAMTS16	1	1
PCDHB5	0.000738603061864555	0.00881145966962571
KCNT2	1	1
ASTL	1	1
OR5AR1	1	1
FAM117A	0.00130042796019543	0.0132720700417344
IFI16	0.000564151590399008	0.00725327064216396
TSHZ2	1	1
ADAM29	1	1
MED13L	1	1
FAM214A	0.000639372542090865	0.00793597289721745
AAR2	1	1
ZNF79	0.0213609875398457	0.100240514618047
IL1RAPL2	0.0172975221576408	0.0889076709933935
BMP15	1	1
MDM1	1	1
EDEM3	1	1
CDON	0.0271273389090912	0.113124307402364
EVL	1	1
NLGN1	1	1
EIF4G3	1	1
LRP1	1	1
RSF1	3.33176601585296e-08	3.79525765918734e-06
NXPH1	1	1
LRRFIP2	0.0003114858560427	0.00466550348914785
ACO1	0.0128823782922804	0.0750365333519425
RMND5A	1	1
EIF4G2	0.00222434129980776	0.0197976186892152
CSMD3	1	1
INA	0.00791232685332991	0.0535000559134921
ZSCAN21	1	1
SGIP1	0.031766463653367	0.121772808743479
DENND1C	1	1
SHMT1	1	1
MEGF8	1	1
ZNF286B	1	1
CNTNAP3	1	1
CHD6	1	1
AFF2	1	1
POLR2B	4.57491632208435e-06	0.000192323491218576
TRPV4	0.010376516422047	0.064997026368698
MROH2B	1	1
ABI3	1	1
FRYL	1.37142413938415e-05	0.000448411249277805
IGSF9B	0.00156847692321969	0.0152475819273765
SLC1A5	1	1
EYA2	1	1
CDH12	1	1
CIB4	1	1
PLEKHG3	0.000988876659542362	0.0109883279159194
TENM1	1	1
ZNF281	0.0132789761827229	0.0761317028631025
AJAP1	1	1
CNTNAP5	1	1
POU3F2	0.0477093582363552	0.147267195167945
CNTNAP2	1	1
ZFP37	1	1
SLC30A3	1	1
PLEKHA4	0.0480515929600234	0.147624169769116
ANKRD28	1	1
SV2A	1	1
WDFY4	1	1
ITGA4	1	1
TBX15	1	1
NR4A1	0.000371457248282938	0.00533214799999644
NOVA1	1	1
ASXL3	1	1
PLK3	1	1
TAB3	0.0487764331201889	0.148187972208381
FSTL4	1	1
ATP10D	1	1
SBNO2	1	1
SDR16C5	0.00688555282570907	0.0482432706662404
ARMC4	1	1
RAET1L	0.028822394654582	0.116652241975923
ECI2	0.00850224814917905	0.0563293879489466
GDF9	1	1
PBX1	1	1
ZNF835	1	1
IL18RAP	1	1
PCDHB14	1	1
ABCC9	1	1
MAVS	1	1
DCSTAMP	1	1
ACSM2A	1	1
PARP8	0.0278964000545111	0.114946514226945
PHRF1	1.35393475055377e-05	0.000443719915349698
HSD17B12	0.0426446165964359	0.140846667057777
KIF24	7.51683666837732e-05	0.00165898934282546
GTF3C5	0.00157666534974404	0.0153061155086836
TPR	4.72086893296407e-07	3.36779159990492e-05
MAP7D2	1	1
PARD3B	1	1
CACNA1E	0.00183637723359812	0.0169756730527313
KLF3	1	1
RRBP1	0.0474420700859351	0.146932952298169
MSR1	1	1
PIK3R2	0.000395551482360211	0.00555384163850693
PRAMEF19	1	1
KRT4	7.6133233863261e-05	0.00166812216885314
SENP7	1	1
NLRP13	1	1
ASPN	1	1
CCER1	1	1
ARID1B	1.76184271680986e-11	4.78577468748833e-09
SEC24A	0.0419582020843537	0.139613569950882
PLIN4	0.0109142325096854	0.0671247484086419
RSPH10B	1	1
SFPQ	1	1
STON1	1	1
CALB2	1	1
KCND1	1	1
INPP1	1	1
PAX7	1	1
CSF2RB	0.0411874638128939	0.138583355492407
ABCB5	1	1
BAZ1B	0.01418093328039	0.0791510224764608
ARHGAP31	0.00977247898669044	0.062234565233094
FRMD7	0.020988881492271	0.099419165351552
ZFR	0.0106986758102554	0.0663297533450771
ZNF34	0.0308703158714793	0.120487209639305
ZC3H6	0.0188954773369919	0.0937802590952248
ADHFE1	0.0356550297582229	0.128969857960281
RUSC2	0.0384622813125135	0.133904779843637
PARS2	1	1
FAM72D	0.0264139113243283	0.112007354384911
KIF1B	0.0323179689263889	0.122995472277844
GLI2	0.0159442877416792	0.0853079389408554
DCHS2	1	1
ZNF607	1	1
MTMR3	0.0331112852830247	0.124749159382767
FLNA	9.26557400307588e-09	1.30876232793447e-06
NEU4	1	1
CADPS	1	1
MCTP2	1	1
PIM1	0.000142908572982215	0.00271314999109381
RAET1G	1	1
PPP3CB	1	1
HS3ST5	1	1
NUTM1	1	1
EXOG	1	1
HEATR5B	1	1
ZNF416	1	1
POLE	1	1
SPEN	1.56458103504673e-06	8.40293046389164e-05
CYFIP2	0.0450223240757703	0.143553121347688
CACYBP	0.0213141470027995	0.100187130254424
AOX1	1	1
MAPRE2	1	1
KCNA3	1.10184982675544e-05	0.000382460482180963
EWSR1	1.20452393391259e-06	6.86044377682069e-05
SORCS3	1	1
RYR1	0.00226855842342818	0.0201277561123888
GPAA1	1	1
PXYLP1	1	1
MAP2K3	6.58202215028669e-05	0.00149471162174919
ZNF646	1	1
SCN5A	0.000310311544956155	0.0046629261409635
DNAJC6	1	1
TCF20	1.08218847804224e-09	1.98518340939567e-07
ADAM12	1	1
PCGF2	1	1
UVRAG	1	1
DNAAF2	0.0284992396690748	0.116198799856477
SACS	7.68665620980963e-08	7.70028503287667e-06
GTF2F1	0.00806932203619423	0.0541983707851847
GABRA5	1	1
PSD3	1	1
OSGIN2	1	1
PAPD5	1	1
PXDN	0.00485407140891886	0.0370414687471523
STAC2	1	1
LHX5	1	1
SHMT2	1	1
PCDH7	1	1
PGAM5	0.0126850929404889	0.0744090273191054
DLEC1	1	1
AMPD3	2.94000688513289e-06	0.000137965439377083
SAMD14	1	1
SCN9A	1	1
KCNK2	1	1
IKZF1	0.0341995786412776	0.126490978870921
PARP9	1	1
SCAMP2	1	1
AKR1B1	0.0211379198744635	0.0997817629718454
KCTD20	1	1
ALDH8A1	1	1
ISL1	1	1
PHLPP1	1	1
DNAH8	0.0280513141962339	0.115315719738593
MYOF	0.000650473557828195	0.00804548073933736
MAP3K4	0.000152100890539969	0.00285694824318758
PIH1D1	1	1
CUBN	0.00897261417499952	0.0586750811212353
IGFBP1	0.0281272241848335	0.115475540669323
